job_title;level;min_salary;max_salary;job_requirement;job_description;employer;published_at;employer_rating
data analyst (middle);middle;180000.0;300000;Python,SQL,ETL,Tableau;"Что нужно будет делать:  сегментация пользователей и анализ пользовательских данных; проведение ad-hoc исследований и создание аналитических решений для включения в продукт; работа с визуализацией данных.  Будет классно, если у тебя:  знание методов сбора и подготовки данных; практический опыт развития продуктов на данных; SQL (оконные функции, вложенные запросы, регулярные выражения); владение инструментами визуализации данных (используем Tableau); методы статистического анализа; опыт работы с Python, опыт работы с etl/elt.  Большой плюс: опыт работы с большими наборами данных. Мы предлагаем:  работу в аккредитованной IT компании с сильнейшей командой в разных масштабных проектах; гибридный график работы (3 дня - офис; 2 дня - дистанционно) 5/2, с 10:00 - 19:00; ДМС со стоматологией; в современном офисе в стиле Лофт с капсулой медитации, спортзалом, большой современной библиотекой и кабинетом для записи подкастов и треков; комфортную кухню с холодильником, кофемашиной, тостером, микроволновкой и Magic Bullet; холодильник с напитками (соки, энергетики, вода и т.д.) и едой (сыры, колбасы, сырки и м.ч.); каждую пятницу совместные обеды с разными кухнями мира за счет компании. ";Predicto;2023-06-07;
python developer (middle+/senior);middle;206611.5702479339;4500;Python,Django Framework,Backend,PostgreSQL,Redis;"Привет! Мы — ZoneSmart — продуктовая IT-компания, развиваем SaaS сервис для автоматизации бизнес-процессов в e-commerce. Мы уже более 3-х лет работаем на рынке США, среди наших клиентов и партнеров такие компании как eBay, iHerb, Etsy и другие крупнейшие игроки на рынке. Сейчас мы ищем Backend-разработчика на Python, способного усилить нашу команду. Наши технологии:  Python 3.10; Django 4.3, DRF, Django Channels, Celery; PostgreSQL, Redis; Docker, Docker Compose  Что предстоит делать:  Разработка новых сервисов и решений; Участие в разработке архитектуры проекта; Code Review  Следующий опыт нам очень интересен:  Опыт разработки на Python/Django от 3-х лет; Опыт работы с брокерами сообщений и системой очередей; Опыт работы с высоконагруженными проектами  В каких навыках мы заинтересованы:  Хорошее знание Python; Знание web-фреймворков Django, Django Rest Framework; Хорошее знание принципов работы реляционных баз данных и SQL  Что мы предлагаем:  Работа в международной компании: возможность применить свои знания и навыки на крупнейшем рынке IT-решений - США. Уникальный опыт, способный вывести карьеру на мировой уровень; Удаленный формат работы: не имеет значения в какой стране или городе ты живешь. Трудоустройство происходит непосредственно в американскую компанию;  Гибкое начало рабочего дня: мы работаем с понедельника по пятницу в разных часовых поясах, есть возможность выбора времени начала рабочего дня, у нас нет жесткого контроля за графиком, главное, чтобы задачи выполнялись вовремя;   Конкурентную заработную плату: обсуждаем по итогам собеседования и ориентируемся на твои ожидания;   Сильную команду: будущие коллеги готовы делиться опытом, а у тебя будет возможность научиться у них новому.  ";Zonesmart LLC;2023-06-07;
jun+ python разработчик;;90000.0;150000;Docker,MongoDB,Python,Git,Django Framework,ООП,MySQL,RabbitMQ,PostgreSQL,Linux,Redis,Celery,SQL,Английский язык,Kafka,API,REST API,Django;"Мы - команда энтузиастов, полных энергии и страсти к технологиям и основана на стремлении к инновациям и созданию передовых решений. Наша компания занимается ИТ технологиями, входит в ГК &quot;Юг Руси&quot;. Мы специализируемся на разработке и внедрении инновационных продуктов и услуг, которые преображают бизнесы и улучшают жизнь людей. В связи с расширением нам в команду требуется &quot;Jun+ Python Разработчика&quot; с 1-1,5 лет коммерческой разработки. Наши два проекта куда нужны люди: 1) проект по аналитике акций; 2) автоматизация действий для массовых рассылок / торговли на крипто биржах;Мы ищем талантливого и мотивированного Jun+ Python Разработчика, который хочет присоединиться к нашей команде.Если вы увлечены программированием, имеете опыт работы с Python и желаете развиваться в сфере разработки программного обеспечения, мы хотели бы познакомиться с вами.Требования:⁃ Хорошее знание фреймворков Django, FastAPI;⁃ Хорошее знание SQL;⁃ Понимание принципов ООП (SOLID, DRY, KISS);⁃ Уверенный уровень владения Git и командной строки⁃ Опыт работы с публичными API;⁃ Английский язык на техническом уровне B2(Уметь читать тех документацию);Обязанности:⁃ Разработка программного обеспечения с использованием языка программирования Python;⁃ Поддержка и улучшение существующего программного обеспечения;⁃ Написание и запуск тестов для проверки работоспособности и качества своего кода;⁃ Отладка и оптимизация приложений;Будет плюсом:⁃ Опыт работы с Postgres/MySQL, Docker;⁃ Навыки проектирования API (REST);⁃ Понимание как оптимизировать SQL-запросы в ORM(SQLAlchemy, Alembic, Django ORM);⁃ знание Redis, MongoDB, Celery или RabbitMQ/Kafka;⁃ умение читать и понимать чужой код;Условия:⁃ Заработная плата: от 90 000 - 150 0000 рублей в месяц;⁃ Оформление по ТК РФ;- График 5/2 с 8-10 начало рабочего дня;⁃ Гибридный график работы/удаленка/Офис в Москве;⁃ Возможности профессионального развития и обучения;⁃ Дружественная и поддерживающая рабочая атмосфера.   Если вы внимательно прочитали описание вакансии,в сопроводительном письме напишите использовали ли вы наш стек и начните сопроводительное письмо со слов &quot;Готов/а приступить&quot;";Юг Руси;2023-06-02;
программист-разработчик;;150000.0;300000;Английский язык,Умение работать в коллективе,Windows Os,Assembler,Research,reverse,IDA;Обязанности:  Написание/ изменение программных кодов на языках !!! (ключевое) Наладка, запуск и сопровождение разрабатываемого программного обеспечения. research, reverse  Требования:  Мы рассматриваем специалистов в своём деле. Ваше образование, возраст значения не имеют. Понимание внутреннего устройства ОС Windows !!! (ключевое) знание архитектуры клиент-серверных приложений, в т.ч. высоконагруженных assembler x86/x64, С C++, Python и другие языки будут Вашим преимуществом Желателен опыт разработки драйверов Наличие профильного образования и сертификатов приветствуется  Условия: Мы предлагаем: - при необходимости наставничество на период адаптации - возможность профессионально развиваться в сильной команде, - работу в центре столицы, - бесплатные кофе-брэйки, - корпоративные развлечения, - достойную заработную плату по итогам собеседования. УДАЛЁННОГО ФОРМАТА РАБОТЫ НЕТ!;Реверслаб;2023-06-09;
middle python backend developer;middle;200000.0;;Python,aiohttp,MongoDB,RabbitMQ,API;"Привет! Мы, 24H Софт, специализируемся на разработке программного обеспечения больших, высоконагруженных и производительных систем, а также создании сервисов и клиентских приложений для крупнейшего российского букмекера. Сейчас мы ищем Python разработчика, который будет работать над продуктом AffiJet - платформой для работы с партнерской программой, связывающей рекламодателей и их партнеров. Про проект: Система довольно нагруженная, сейчас порядка 700 кликов в секунду и этот показатель будет расти. Мы разрабатываем эту систему для внутренних задач, но готовимся к выводу на рынок в качестве White Label, поэтому хотим усилить команду.Про процессы: работаем по скраму и 2-недельным спринтам, в команде сейчас 6 человек (из них 2 backend-разработчика, тестировщики, продакт, системный аналитик/PM), практикуется code reviewПро стек: Python 3.9, FastApi, PostgreSQL 13, SQLAlchemy, RabbitMQ, Docker, docker-compose, GitHub, Jira, Notion, Jenkins. Что мы ожидаем от кандидата:  Нам очень важен опыт с любым фреймворком кроме django Знание Python 3.6+ Общее понимание работы сетевых протоколов и технологий (HTTP, WebSocket) Понимание асинхронной парадигмы программирования в Python (aiohttp/asyncio/tornado) Опыт разработки API, работы с очередями и базами данных  Будет плюсом  Наличие примеров кода Умение писать асинхронный код Любовь к PEP8 и типизации Умение писать автотесты Опыт работы с RabbitMQ  Что мы предлагаем:  Оформление в штат аккредитованной IT-компании, официальная &quot;белая&quot; заработная плата Удаленный формат работы (гибкое начало рабочего дня, главное — быть на связи с 11:00-18:00 мск) Корпоративное обучение, тренинги ДМС со стоматологией после испытательного срока Удаленная работа или комфортный офис в 10-ти минутах от м. Домодедовская  Если комфортно из офиса:  Прекрасно оборудованное рабочее место, кухни-столовые, кофе и печеньки Бизнес-ланч за счет компании в Мясо&amp;Рыба «Каширская Плаза» Групповые занятия в I Love Fitness ТРК Vegas ";24Н Софт;2023-06-08;
senior data engineer / etl developer;senior;578512.3966942149;10000;Python,ETL,Data Engineering;Американский стартап Intelas ищет Senior Data Engineer / ETL разработчика. Продукт — SaaS для индустрии коммерческой недвижимости в США. На данный момент в этом бизнесе есть несколько стандартных инструментов хранения данных, интеграция с которыми является серьезной головной болью. Intelas разрабатывает интеграционную прослойку с удобным доступом к этим данным (integration tool), а также собственные решения для управления бизнесом (ERP), аналитики (ML) и визуализации (BI). У компании хорошие инвестиции и сильные фаундеры из индустрии: The Blackstone Group и Dune Real Estate, Consulting CTO — Sr. Engineering Director в Dropbox. Проект стартовал весной 2022 и уже немного опережает ожидаемые темпы роста. StackAWS, Python 3.9, Postgres, Redis, Airflow, Redis.Бэк на Django, фронт на React. Если есть желание, то можно попробовать решать и эти задачи. Временная зонаНужно пересекаться с рабочим временем EST (GMT-4) на пару часов с утра. Чем предстоит заниматьсяПроектирование и реализация ETL сервисов, взаимодействие с бэкенд командой. Кого ищемВладение PythonОпыт разработки 4+ годаОпыт разработки ETL сервисов 2+ годаПолное владение озвученным стеком привествуется, но не обязательно. Важнее общая инженерная культура. Нужен разговорный английский. Что предлагаемЗП от 7000 до 10000 USD gross / месяц.Помощь с релокацией в Лиссабон (виза, билеты, дополнительная помощь обсуждается).Удаленная работа на время организации переезда (или можете въехать по тур визе и ходить в офис), зарплата в этот период будет приходить в USD на расчетный счет в зарубежном банке (Армения, Грузия итп).Опционы через полгода.Компенсацию релокации, временного жилья, юридической помощи и др.;4CV Recruitment Services;2023-06-07;
data engineer (greenplum);;;400000.0;Oracle Pl/SQL,DWH,Hadoop,Greenplum,ORACLE,ETL,Clickhouse;Ищем дата-инженера в Точку. Мы — финтех-компания, создаём онлайн-банк и другие сервисы для предпринимателей и предприятий. Тебе предстоит работать в команде, которая строит инфраструктуру для работы с данными в Точке. Наши пользователи — продвинутые аналитики со знанием SQL и Python и разработчики сервисов на основе данных.Мы переезжаем с Oracle на Greenplum, поэтому ищем высококвалифицированных дата инженеров с опытом работы с Greenplum и Hadoop. Плюсом будет аналогичный опыт миграции.Как мы работаем Сейчас у нас есть хранилище на Oracle, Hadoop и Clickhouse, система потоковой обработки на Kafka, Streamsets, Airflow, а также набор самописных сервисов на Python. Что делать  Выстраивать конвейеры данных от источников до конечного хранилища. Проектировать архитектуру core-слоя и создавать витрины данных. Находить узкие места, оптимизировать запросы и ETL-процессы.  Ты подойдёшь, если  Есть опыт работы дата-инженером от 3-х лет. Умеешь работать с классическими базами: PostgreSQL и Oracle. Отлично разбираешься в устройстве MPP баз данных (Greenplum, Clickhouse), знаешь их особенности и можешь самостоятельно выбирать архитектурные паттерны, связанные с этими особенностями. Знаешь Python на уровне, достаточном для обработки данных (PySpark в т.ч.). Есть опыт работы с экосистемой Hadoop, понимаешь, какие есть подсистемы, их плюсы и минусы, в каких местах инфраструктуры использовать, а в каких не стоит. Умеешь работать с различными ETL-инструментами. В приоритете — Airflow и DBТ.  Будет преимуществом   Умеешь работать с Kafka и Debezium. Есть опыт работы в Unix-системах. Периодически мы сами разворачиваем что-нибудь под свои нужды. Есть опыт работы с Docker и Kubernetes. Есть навыки командной разработки с использованием Gitlab, настройки CI/CD пайплайнов.  Что ждёт тебя в Точке   Официальная зарплата до 350 000 ₽. Точная сумма зависит от твоих навыков и ожиданий — обсудим их на собеседовании.   Пятидневная рабочая неделя с гибким началом и окончанием дня.   Удалёнка или любой офис Точки в городах присутствия. Наши офисы — это продуманные опенспейсы, где есть индивидуальные места для работы, зоны отдыха и кухни с кофе и перекусами. Ты можешь самостоятельно выбрать, где работать — ходить в офис необязательно.   Понятная система развития и роста по грейдам.   Бесплатное обучение: ты сможешь ездить на IT-конференции, митапы и хакатоны и проходить курсы за счёт компании. А ещё пользоваться нашей библиотекой и платформой с онлайн-курсами.   Бесплатная страховка здоровья со стоматологией и корпоративный психолог.   Активная корпоративная жизнь: мы проводим спортивные марафоны, гастрономические вечера, музыкальные лайвы и многое другое.   Мы ценим твоё время, поэтому не затягиваем процесс собеседования и сделаем пре-оффер в течение 24 часов.;Точка;2023-06-10;
python-разработчик (middle/senior);middle;250000.0;;Python,Flask,SQL,PostgreSQL,SQLAlchemy,Bootle;"Предлагаю рассмотреть вакансию Middle+/Senior Python-разработчика в компанию ТОП-1 по разработке программных продуктов для оказания облачных платформ динамической инфраструктуры. . Используемый стек:  Python, asyncio,Bottle, SqlAlchemy, PostgreSQL, Redis, ZeroMQ, ClickHouse.    Еще немного о компании:  Компания занимается поставкой и интеграцией софта визуализации крупнейшим заказчикам (а в нынешних условиях потребность в ПО возросла кратно). Команда распределенная, общая численность 100+ человек, но в планах масштабироваться дальше. Компания входит в &quot;Реестр аккредитованных организаций, осуществляющих деятельность в области информационных технологий. ВАЖНО: можно работать удаленно, но на территории РФ с трудоустройством по ТК РФ и зарплатой в рублях.    Что нужно делать:  Реализовывать функционал заказчикам на Python; Наращивать конкурентное преимущество продукта на рынке; Разрабатывать новые приложения ( архитектура модульная); Оптимизировать производительность веб-проектов; Принимать участие в обсуждении и поиске оптимальных решений технических и бизнес задач.  Ожидаем от кандидата:  Отличное знание Python (от 3 лет)и его библиотек; Понимание прикладных сетевых протоколов, принципов REST; Опыт разработки rest api на Flask или другом мини-фреймворке; Знания SQL, опыт работы с PostgreSQL или MySQL; Высшее образование (ИТ-образование вообще класс).    Как плюс:  Опыт работы с OpenStack - это близкий по функциям аналог нашего продукта; Опыт работы с Virtuozzo или OpenVZ; Опыт работы с SQLAlchemy, ClickHouse.    Мы предлагаем:  Трудоустройство согласно ТК РФ в IT-компании со всеми соответствующими бонусами; Премии каждый квартал; Гибкий график работы; ДМС с зубами, оплата мобильной связи; Корпоративная программа лояльности (профессиональное обучение, фитнес-активности, обучение языкам и тд) Всё для профессионального роста: адекватная обратная связь от коллег, возможность роста и развития, достойная зарплата и адекватные люди внутри компании. ";Hi, Rockits!;2023-06-05;
веб-разработчик / web developer (middle/middle+/senior) (js/python);middle;80000.0;150000;Python,Js,SQL,Node.js,Django,Flusk,React;  Мы ищем опытного Middle Full Stack Разработчика с навыками работы в Python и(или) JavaScript, специализирующегося на работе с парсерами и обработке данных.   Обязанности:   Разработка и поддержка веб-приложений с использованием языков программирования Python и(или) JavaScript.   Написание парсеров для сбора информации со сторонних сайтов.   Анализ и обработка полученных данных для использования в веб-приложениях.   Работа с базами данных для хранения и извлечения данных.   Оптимизация и улучшение производительности веб-приложений.   Требования:   Опыт работы на позиции Full Stack Разработчика не менее 2-х лет.   Отличные знания и опыт работы с языками программирования Python и(или) JavaScript. (Большим + будет опыт работы с библиотеками Node и React)   Умение разрабатывать и настраивать парсеры для сбора данных с различных источников.   Умение эффективно работать в команде, отличные коммуникативные навыки.;ICMinnovation;2023-06-08;
data analyst (senior);senior;250000.0;400000;Python,SQL,Tableau,Data Analysis,Анализ данных,Аналитическое мышление,Маркетинговые исследования;"Что нужно будет делать:     сегментация пользователей и анализ пользовательских данных;  проведение ad-hoc исследований и создание аналитических решений для включения в продукт; анализ эффективности маркетинговых активностей и каналов перформанс-маркетинга; работа с визуализацией данных; развитие системы сквозной аналитики.  Будет классно, если у тебя:   знание методов сбора и подготовки данных; практический опыт развития продуктов на данных; SQL (оконные функции, вложенные запросы, регулярные выражения); владение инструментами визуализации данных (используем Tableau); методы статистического анализа; опыт работы с Python, PySpark, etl/elt.  Большой плюс: опыт работы с большими наборами данных. Мы предлагаем:  работу в аккредитованной IT компании с сильнейшей командой в разных масштабных проектах; гибридный график работы 5/2, с 10:00 - 19:00; ДМС со стоматологией; современный офисе в стиле Лофт с капсулой медитации, спортзалом, большой библиотекой и кабинетом для записи подкастов и треков; комфортную кухню с холодильником, кофемашиной, тостером, микроволновкой и Magic Bullet; холодильник с напитками (соки, энергетики, вода и т.д.) и едой (сыры, колбасы, сырки и м.ч.); каждую пятницу совместные обеды с разными кухнями мира за счет компании. ";Predicto;2023-06-07;
python разработчик;;90000.0;120000;Linux,Git,Python,Atlassian Jira;"ООО «Центр экологической безопасности гражданской авиации» более 20 лет занимается измерением, анализом и моделированием шумового воздействия от авиационных источников звука на территории. Одним из направлений компании является разработка программного и аппаратного обеспечения для проведения измерений и контроля авиационного шума. В нашу команду требуется разработчик программного обеспечения измерительного оборудования. Основными задачами перед соискателем будут:  Разработка ПО сбора данных с измерительных приборов (шумомеров, станций приема данных ADS-B, метеостанций, дополнительных датчиков и сенсоров позволяющих контролировать состояние приборов); Участие в разработке измерительного оборудования с целью повышения надежности и быстродействия системы; Разработка алгоритмов мониторинга состояния измерительной системы; Оптимизация существующих алгоритмов сбора и обработки данных.  ​​​​​Требования:  Высшее техническое/математическое образование; Опыт работы качестве Python-разработчика не менее 2-x лет; Уверенное владение стеком технологий для разработки программного обеспечения на основе Python 3; Опыт работы с реляционными и не реляционными БД; Git, Jira, Confluence; Аналитический склад ума, исполнительность, умение работать в режиме многозадачности, желание обучаться.  Будет плюсом, не обязательно:  Базовые знания операционных систем семейства GNU/Linux, командной оболочки Bash.  Условия:  Оформление по ТК РФ; Профессиональный, дружный коллектив; Пятидневная рабочая неделя (пн-пт) (есть возможность варьировать время); Работа в современном, комфортном офисе. ";Центр экологической безопасности гражданской авиации;2023-06-07;
teamlead backend (python);lead;300000.0;;Python,Linux,Django Framework,Redis,RabbitMQ,PostgreSQL,Teamleading,Flask,Django;"Компания Триафлай — как российский разработчик программной платформы «Триафлай» класса BI, входит в крупнейшую корпорацию информационных технологий российского рынка - НКК Основная деятельность компании сфокусирована на развитии платформы, создании на ее основе прикладных решений для анализа данных, поддержки принятия решений, ситуационного управления, планирования. Наша платформа успешно функционирует на российском рынке с 2015 г. Эффективность платформы доказана ее использованием крупнейшими корпорациями. Нам доверяют многие, в том числе АО Роскосмос, Газпром Информ, Минсельхоз РФ, Федеральная служба государственной статистики, АО &quot;ОДК&quot;, НПО &quot;Энергомаш&quot;, Генпрокуратура РФ, ФГБУ ВНИИ ГОЧС (ФЦ) МЧС России. Обязанности:  Руководство группой разработчиков (backend) в отделе разработки;  ​​​​​​​​​​​​Проведение код-ревью разработчиков; Разработка новых модулей и подсистем приложения; Предложение новых идей по оптимизации кода и использованию новых технологий; Участие в развитии качества и скорости поставки в production; Декомпозиция задач, приоритизация технического долга и управление им.    Требования:   Опыт в разработке программного обеспечения не менее 7 лет и не менее 2-х лет опыта в роли тимлида;   Глубокие знания в области Python, опыт с популярными фреймворками (Django или Flask);   Опыт работы с базами данных (например PostgreSQL или MySQL);   Способность анализировать сложные проблемы и находить эффективные решения;   Опыт в оптимизации производительности и масштабируемости систем;   Готовность к работе с чужим кодом и к поддержке монолитной архитектуры;   Опыт в управлении и координации команды разработчиков (умение распределять задачи, оценивать сроки выполнения, проводить регулярные ревью кода, обучение и наставничество новых разработчиков)   Условия:  Работа в аккредитованной компании (отсрочка от мобилизации); Частично удаленный график работы и гибкое начало рабочего дня; ДМС со стоматологией после испытательного срока; Профессиональное руководство без излишнего формализма; Современный офис в центре Москвы в 2-х шагах от метро с зонами отдыха. ";Триафлай;2023-06-08;
python-разработчик (django);;230000.0;;Python,Django Framework,PostgreSQL;"Российское общество «Знание» — крупнейшая в стране современная просветительская организация, которая ежегодно проводит сотни мероприятий для молодежи по всей России: организует тысячи выступлений выдающихся людей из сфер культуры, искусства, науки, истории, проводит научные баттлы, конкурсы, викторины, снимает фильмы и помогает лекторам в нашей стране быть услышанными и найти свою аудиторию. Команда Технического департамента в поиске сильных Python (django) разработчиков для работы над новой контент-платформой. Проект имеет всероссийский масштаб, рассчитан на миллионы пользователей и должен тесно связывать онлайн с офлайном. Включает в себя веб, мобильные приложения и множество спецпроектов. У нас боевая команда из бизнеса, которая запускала такие продукты как Фоксфорд/Нетология и My.Games Cloud Твоя основная задача будет заключаться в разработке серверной части приложений: клиентское API для веб и мобильных приложений.   Что мы ждем от кандидата:   Очень важен опыт разработки на Python 3 (Django Framework) от 3-х лет; Опыт работы с PostgreSQL, Redis, Elasticsearch, DRF, Git; Знание Celery, Docker; Опыт работы с высоконагруженной архитектурой; Умение писать поддерживаемый и расширяемый код (SOLID, KISS, DRY, паттерны и т.п.); Умение и желание писать тесты, мы используем pytest.  Будет преимуществом:  Опыт работы с k8s и облачными провайдерами; Опыт разработки GraphQL API (graphene); Asyncio, Aiohttp, Clickhouse, Kafka.    Что мы предлагаем:  Возможность присоединиться к проекту на старте: минимум легаси, максимум актуальных решений; Полностью белую зп, оформление по ТК, современную технику для комфортной работы; Удаленная работа с возможностью, при желании, посещать офис в Москве (м.Добрынинская); Профессиональный и драйвовый коллектив; Возможность влиять на процессы и практики компании через внедрение итеративных улучшений. ";Российское общество Знание;2023-06-10;
python backend developer (remote);;220000.0;300000;Python,Django Framework,MySQL;"JetLend - инвестиционная платформа в индустрии краудлендинга, созданная выходцами из Сбербанка, Sberbank CIB и Oliver Wyman. №1 на российском рынке (по объему кредитного портфеля). Мы развиваем интернет-платформу по кредитованию малого и среднего бизнеса напрямую физическими, юридическими лицами и институциональными инвесторами. Малому и среднему бизнесу сложно получить кредит в банке, а рынок облигаций для них закрыт. В свою очередь, доходность для инвесторов по депозитам, акциям и облигациям падает. Мы решаем обе проблемы. В ноябре 2020 г. мы закрыли инвестиционный раунд серии А и начали масштабироваться. За последние 3 года мы выросли в 18 раз, прокредитовав бизнес на 7 млрд рублей. В ближайшее время мы планируем расти с ежегодным темпом в 300% или более. В 2026 мы планируем провести IPO на Мосбирже.   Наши ценности: — Мы стремимся создать глобальную и прибыльную финтех-компанию, способную в будущем потеснить классические банки. — Мы воспринимаем каждого члена команды как партнера, поэтому по итогам года предоставляем всем сотрудникам опцион на долю в компании. — Мы считаем, что каждый партнер является самостоятельным и ответственным за результат: у нас нет микроменеджмента, можно работать из любого удобного места. — Мы крайне заинтересованы в росте и развитии сотрудников. — Мы инвестируем в образование команды, считая обучение приоритетной ценностью. Технологии: — Основной стек: Python 3.8, Django + DRF, MySQL, React — Покрытие тестами основной части кода (&gt;75%), обязательное использование типизации, отсутствие legacy-кода — Continuous Integration для автоматического запуска тестов, линтеров и mypy Обязанности:   Разработка ключевых компонентов системы (финансовое ядро)   Интеграция с разработчиками Frontend   Ревью и прием PR от других Backend разработчиков   Требования: Обязательные:   Опыт промышленной разработки на Python от 2 лет   Хорошее знание Python 3.8, Django&gt;=2.0, DRF   Опыт работы с транзакциями   Опыт работы с реляционными базами данных (MySQL)   Умение писать юнит-тесты   Желательные, но необязательные:   Опыт работы с очередями задач (Celery)   Опыт использования систем контроля версий (Git)   Умение адекватно оценивать трудоёмкость и сроки, соблюдать эти сроки   Способность работать самостоятельно и в команде, взаимодействовать с людьми   Условия:   Оклад + годовая премия (3-4 оклада) + опционная программа   Возможность удаленной работы   Гибкие условия работы, когда главное – результат, а не исполнение формальных требований     Не упускай шанс стать частью нашей дружной команды и делать качественный продукт! Откликайся на вакансию и мы обязательно свяжемся с вами:)";JetLend;2023-06-02;
